ori,des,osrm_dist,geometry
Falla Convento Jerusalén-Matemático Marzal,Falla Cuba-Literato Azorín,3154.6,"[[-0.379878, 39.466528], [-0.379727, 39.466493], [-0.379529, 39.46644], [-0.379601, 39.466284], [-0.379837, 39.465756], [-0.380066, 39.465223], [-0.380112, 39.465115], [-0.380163, 39.465001], [-0.380296, 39.464723], [-0.380354, 39.464583], [-0.380379, 39.464525], [-0.380408, 39.464477], [-0.380439, 39.464456], [-0.380494, 39.464431], [-0.380532, 39.46442], [-0.380573, 39.464421], [-0.380612, 39.464441], [-0.380648, 39.464476], [-0.380685, 39.464504], [-0.380815, 39.46467], [-0.380851, 39.464705], [-0.380889, 39.464738], [-0.380942, 39.464829], [-0.381061, 39.465], [-0.381348, 39.465405], [-0.381372, 39.465437], [-0.381449, 39.465544], [-0.381571, 39.465726], [-0.381598, 39.465761], [-0.381645, 39.465828], [-0.381725, 39.465947], [-0.381762, 39.466], [-0.38177, 39.466011], [-0.382263, 39.466713], [-0.382383, 39.466896], [-0.382396, 39.466916], [-0.382533, 39.467125], [-0.382564, 39.467172], [-0.382716, 39.466994], [-0.382784, 39.466917], [-0.382898, 39.466785], [-0.383536, 39.466048], [-0.383585, 39.465989], [-0.383622, 39.465947], [-0.383652, 39.465913], [-0.38371, 39.465848], [-0.383872, 39.465657], [-0.384089, 39.465405], [-0.384685, 39.464722], [-0.384886, 39.464482], [-0.385055, 39.464293], [-0.385173, 39.46415], [-0.385209, 39.464108], [-0.385288, 39.464016], [-0.385588, 39.463673], [-0.385636, 39.463619], [-0.385764, 39.46348], [-0.385959, 39.463267], [-0.386292, 39.462879], [-0.386424, 39.462725], [-0.386458, 39.462687], [-0.386512, 39.46262], [-0.386595, 39.462512], [-0.386624, 39.462479], [-0.386676, 39.462417], [-0.38671, 39.462376], [-0.386788, 39.462303], [-0.38669, 39.462166], [-0.386294, 39.461605], [-0.38605, 39.461258], [-0.38588, 39.461017], [-0.385827, 39.460944], [-0.385422, 39.460378], [-0.385319, 39.460237], [-0.384797, 39.459488], [-0.384778, 39.459461], [-0.384691, 39.459341], [-0.384595, 39.459207], [-0.384181, 39.458633], [-0.384087, 39.458471], [-0.384039, 39.45836], [-0.38395, 39.458224], [-0.383805, 39.458032], [-0.38378, 39.457998], [-0.3837, 39.457883], [-0.383408, 39.457562], [-0.38333, 39.457459], [-0.383124, 39.457189], [-0.382459, 39.456282], [-0.38233, 39.456113], [-0.382248, 39.456023], [-0.382143, 39.455919], [-0.381975, 39.455779], [-0.381885, 39.455713], [-0.381802, 39.455657], [-0.381676, 39.455583], [-0.381525, 39.455507], [-0.381382, 39.455445], [-0.381241, 39.455394], [-0.38113, 39.45536], [-0.380971, 39.455319], [-0.380791, 39.455284], [-0.380662, 39.455265], [-0.380447, 39.455248], [-0.380262, 39.455243], [-0.380039, 39.455252], [-0.379833, 39.455278], [-0.379555, 39.45533], [-0.379177, 39.455449], [-0.377992, 39.455937], [-0.377097, 39.456306], [-0.376723, 39.456451], [-0.376677, 39.456455], [-0.376346, 39.456578], [-0.376303, 39.456594], [-0.376117, 39.456686], [-0.376046, 39.456636], [-0.375963, 39.456599], [-0.375871, 39.456577], [-0.375768, 39.456569], [-0.375669, 39.456574], [-0.375577, 39.456597], [-0.375494, 39.456635], [-0.375422, 39.456685], [-0.375365, 39.456745], [-0.375353, 39.456763], [-0.37532, 39.45683], [-0.375306, 39.456887], [-0.375305, 39.45695], [-0.375314, 39.456999], [-0.375332, 39.457047], [-0.37536, 39.457094], [-0.375396, 39.457138], [-0.375439, 39.457176], [-0.375489, 39.457209], [-0.375544, 39.457237], [-0.375604, 39.457258], [-0.375668, 39.457272], [-0.375733, 39.45728], [-0.375827, 39.457368], [-0.375872, 39.45742], [-0.375902, 39.457452], [-0.376258, 39.457909], [-0.376357, 39.458027], [-0.376509, 39.458207], [-0.376796, 39.458533], [-0.377168, 39.459005], [-0.377255, 39.459115], [-0.377122, 39.459171], [-0.376415, 39.459471]]"
Falla Convento Jerusalén-Matemático Marzal,Falla Sueca-Literato Azorín,3231.5,"[[-0.379878, 39.466528], [-0.379727, 39.466493], [-0.379529, 39.46644], [-0.379601, 39.466284], [-0.379837, 39.465756], [-0.380066, 39.465223], [-0.380112, 39.465115], [-0.380163, 39.465001], [-0.380296, 39.464723], [-0.380354, 39.464583], [-0.380379, 39.464525], [-0.380408, 39.464477], [-0.380439, 39.464456], [-0.380494, 39.464431], [-0.380532, 39.46442], [-0.380573, 39.464421], [-0.380612, 39.464441], [-0.380648, 39.464476], [-0.380685, 39.464504], [-0.380815, 39.46467], [-0.380851, 39.464705], [-0.380889, 39.464738], [-0.380942, 39.464829], [-0.381061, 39.465], [-0.381348, 39.465405], [-0.381372, 39.465437], [-0.381449, 39.465544], [-0.381571, 39.465726], [-0.381598, 39.465761], [-0.381645, 39.465828], [-0.381725, 39.465947], [-0.381762, 39.466], [-0.38177, 39.466011], [-0.382263, 39.466713], [-0.382383, 39.466896], [-0.382396, 39.466916], [-0.382533, 39.467125], [-0.382564, 39.467172], [-0.382716, 39.466994], [-0.382784, 39.466917], [-0.382898, 39.466785], [-0.383536, 39.466048], [-0.383585, 39.465989], [-0.383622, 39.465947], [-0.383652, 39.465913], [-0.38371, 39.465848], [-0.383872, 39.465657], [-0.384089, 39.465405], [-0.384685, 39.464722], [-0.384886, 39.464482], [-0.385055, 39.464293], [-0.385173, 39.46415], [-0.385209, 39.464108], [-0.385288, 39.464016], [-0.385588, 39.463673], [-0.385636, 39.463619], [-0.385764, 39.46348], [-0.385959, 39.463267], [-0.386292, 39.462879], [-0.386424, 39.462725], [-0.386458, 39.462687], [-0.386512, 39.46262], [-0.386595, 39.462512], [-0.386624, 39.462479], [-0.386676, 39.462417], [-0.38671, 39.462376], [-0.386788, 39.462303], [-0.38669, 39.462166], [-0.386294, 39.461605], [-0.38605, 39.461258], [-0.38588, 39.461017], [-0.385827, 39.460944], [-0.385422, 39.460378], [-0.385319, 39.460237], [-0.384797, 39.459488], [-0.384778, 39.459461], [-0.384691, 39.459341], [-0.384595, 39.459207], [-0.384181, 39.458633], [-0.384087, 39.458471], [-0.384039, 39.45836], [-0.38395, 39.458224], [-0.383805, 39.458032], [-0.38378, 39.457998], [-0.3837, 39.457883], [-0.383408, 39.457562], [-0.38333, 39.457459], [-0.383124, 39.457189], [-0.382459, 39.456282], [-0.38233, 39.456113], [-0.382248, 39.456023], [-0.382143, 39.455919], [-0.381975, 39.455779], [-0.381885, 39.455713], [-0.381802, 39.455657], [-0.381676, 39.455583], [-0.381525, 39.455507], [-0.381382, 39.455445], [-0.381241, 39.455394], [-0.38113, 39.45536], [-0.380971, 39.455319], [-0.380791, 39.455284], [-0.380662, 39.455265], [-0.380447, 39.455248], [-0.380262, 39.455243], [-0.380039, 39.455252], [-0.379833, 39.455278], [-0.379555, 39.45533], [-0.379177, 39.455449], [-0.377992, 39.455937], [-0.377097, 39.456306], [-0.376723, 39.456451], [-0.376677, 39.456455], [-0.376346, 39.456578], [-0.376303, 39.456594], [-0.376117, 39.456686], [-0.376046, 39.456636], [-0.375963, 39.456599], [-0.375871, 39.456577], [-0.375768, 39.456569], [-0.375669, 39.456574], [-0.375577, 39.456597], [-0.375494, 39.456635], [-0.375422, 39.456685], [-0.375365, 39.456745], [-0.375353, 39.456763], [-0.37532, 39.45683], [-0.375306, 39.456887], [-0.375305, 39.45695], [-0.375314, 39.456999], [-0.375332, 39.457047], [-0.37536, 39.457094], [-0.375396, 39.457138], [-0.375439, 39.457176], [-0.375489, 39.457209], [-0.375544, 39.457237], [-0.375604, 39.457258], [-0.375668, 39.457272], [-0.375733, 39.45728], [-0.375827, 39.457368], [-0.375872, 39.45742], [-0.375902, 39.457452], [-0.376258, 39.457909], [-0.376357, 39.458027], [-0.376509, 39.458207], [-0.376796, 39.458533], [-0.377168, 39.459005], [-0.377255, 39.459115], [-0.377318, 39.459204], [-0.377671, 39.459707], [-0.377536, 39.459765], [-0.376813, 39.460076]]"
Falla Convento Jerusalén-Matemático Marzal,Falla Almirante Cadarso-Conde de Altea,2276.4,"[[-0.379878, 39.466528], [-0.379727, 39.466493], [-0.379529, 39.46644], [-0.379601, 39.466284], [-0.379837, 39.465756], [-0.380066, 39.465223], [-0.380112, 39.465115], [-0.380163, 39.465001], [-0.380296, 39.464723], [-0.380354, 39.464583], [-0.380379, 39.464525], [-0.380408, 39.464477], [-0.380439, 39.464456], [-0.380494, 39.464431], [-0.380532, 39.46442], [-0.380573, 39.464421], [-0.380612, 39.464441], [-0.380648, 39.464476], [-0.380685, 39.464504], [-0.380815, 39.46467], [-0.380851, 39.464705], [-0.380889, 39.464738], [-0.380942, 39.464829], [-0.381061, 39.465], [-0.381348, 39.465405], [-0.381372, 39.465437], [-0.381449, 39.465544], [-0.381571, 39.465726], [-0.381598, 39.465761], [-0.381645, 39.465828], [-0.381725, 39.465947], [-0.381762, 39.466], [-0.38177, 39.466011], [-0.382263, 39.466713], [-0.382383, 39.466896], [-0.382396, 39.466916], [-0.382533, 39.467125], [-0.382564, 39.467172], [-0.382716, 39.466994], [-0.382784, 39.466917], [-0.382692, 39.46679], [-0.382669, 39.466759], [-0.382349, 39.466305], [-0.382017, 39.465863], [-0.382001, 39.465842], [-0.381973, 39.465797], [-0.381903, 39.465701], [-0.381714, 39.465441], [-0.381656, 39.465355], [-0.381605, 39.465281], [-0.381555, 39.465208], [-0.381466, 39.465081], [-0.381416, 39.465018], [-0.381354, 39.464949], [-0.381301, 39.464896], [-0.381159, 39.464788], [-0.381105, 39.464738], [-0.381037, 39.464659], [-0.380421, 39.463811], [-0.380378, 39.463753], [-0.380327, 39.463696], [-0.380134, 39.463527], [-0.380013, 39.463446], [-0.379893, 39.463385], [-0.379659, 39.46329], [-0.379174, 39.463185], [-0.378836, 39.463129], [-0.378563, 39.463092], [-0.378278, 39.463067], [-0.378203, 39.463065], [-0.378121, 39.46307], [-0.378086, 39.463078], [-0.377962, 39.463109], [-0.377776, 39.463196], [-0.376622, 39.463675], [-0.376336, 39.463788], [-0.376209, 39.463835], [-0.376057, 39.46389], [-0.375539, 39.464112], [-0.375291, 39.46422], [-0.374585, 39.464504], [-0.374492, 39.464536], [-0.37396, 39.464717], [-0.37393, 39.464729], [-0.373895, 39.464742], [-0.373684, 39.464814], [-0.373622, 39.464835], [-0.373291, 39.464962], [-0.373214, 39.464997], [-0.373139, 39.465028], [-0.373108, 39.465041], [-0.373016, 39.465078], [-0.372935, 39.465111], [-0.372897, 39.465127], [-0.372358, 39.465348], [-0.372215, 39.465407], [-0.372062, 39.465469], [-0.371907, 39.465532], [-0.371763, 39.465592], [-0.37138, 39.46575], [-0.371231, 39.465812], [-0.371048, 39.465885], [-0.370897, 39.465946], [-0.370764, 39.466001], [-0.370328, 39.466182], [-0.370189, 39.46624], [-0.37003, 39.466304], [-0.369412, 39.465419], [-0.368475, 39.465815]]"
Falla Convento Jerusalén-Matemático Marzal,Falla Na Jordana,2410,"[[-0.379878, 39.466528], [-0.379727, 39.466493], [-0.379529, 39.46644], [-0.379336, 39.466389], [-0.378913, 39.466279], [-0.378835, 39.466259], [-0.378794, 39.466249], [-0.378335, 39.466137], [-0.378243, 39.466115], [-0.3779, 39.466926], [-0.377833, 39.467086], [-0.377694, 39.467413], [-0.377666, 39.467481], [-0.377711, 39.467577], [-0.377765, 39.46765], [-0.377814, 39.467696], [-0.377883, 39.467726], [-0.377981, 39.467753], [-0.378067, 39.467783], [-0.378095, 39.467789], [-0.378155, 39.467803], [-0.378606, 39.467919], [-0.378733, 39.467955], [-0.378816, 39.467982], [-0.378876, 39.467999], [-0.379007, 39.468036], [-0.379061, 39.46805], [-0.37927, 39.468103], [-0.379393, 39.468133], [-0.379602, 39.468182], [-0.379771, 39.468206], [-0.379929, 39.468234], [-0.379999, 39.468247], [-0.380081, 39.468268], [-0.380103, 39.468274], [-0.380146, 39.468287], [-0.380179, 39.468298], [-0.380453, 39.468394], [-0.380563, 39.468433], [-0.380697, 39.468481], [-0.380765, 39.468507], [-0.380887, 39.468558], [-0.381083, 39.468642], [-0.381131, 39.468662], [-0.381179, 39.468685], [-0.381253, 39.468719], [-0.38147, 39.468829], [-0.382002, 39.469236], [-0.382633, 39.469727], [-0.382676, 39.469761], [-0.383378, 39.470317], [-0.383415, 39.470344], [-0.383482, 39.470368], [-0.383563, 39.470564], [-0.383583, 39.4706], [-0.383605, 39.47064], [-0.383924, 39.471568], [-0.383948, 39.471693], [-0.38399, 39.471919], [-0.383994, 39.472133], [-0.383995, 39.472187], [-0.383996, 39.47246], [-0.383992, 39.472643], [-0.383982, 39.47276], [-0.38396, 39.473038], [-0.38391, 39.473665], [-0.383914, 39.473766], [-0.383932, 39.473987], [-0.383939, 39.474046], [-0.383946, 39.474107], [-0.384012, 39.474625], [-0.384018, 39.474679], [-0.384025, 39.474754], [-0.384086, 39.475196], [-0.384102, 39.475338], [-0.384156, 39.47571], [-0.384147, 39.475773], [-0.384103, 39.476138], [-0.38406, 39.476515], [-0.384026, 39.476723], [-0.384015, 39.476793], [-0.383981, 39.476962], [-0.38387, 39.477484], [-0.383849, 39.477586], [-0.383727, 39.478146], [-0.383724, 39.478168], [-0.383708, 39.478285], [-0.383692, 39.478408], [-0.383303, 39.479422], [-0.38308, 39.480032], [-0.383037, 39.480151], [-0.382996, 39.480275], [-0.382942, 39.48039], [-0.382916, 39.480432], [-0.382794, 39.480499], [-0.38268, 39.480562], [-0.382617, 39.480593], [-0.382556, 39.48062], [-0.380941, 39.481172], [-0.380865, 39.481193], [-0.380811, 39.481206], [-0.380749, 39.481215], [-0.380673, 39.481222], [-0.380574, 39.481226], [-0.380458, 39.481224], [-0.380403, 39.481219], [-0.380162, 39.481177], [-0.380155, 39.481108], [-0.380151, 39.481064], [-0.380115, 39.480799], [-0.38001, 39.480319]]"
Falla Convento Jerusalén-Matemático Marzal,Falla Plaza del Pilar,1120.1,"[[-0.379878, 39.466528], [-0.379727, 39.466493], [-0.379529, 39.46644], [-0.379336, 39.466389], [-0.378913, 39.466279], [-0.378835, 39.466259], [-0.378794, 39.466249], [-0.378335, 39.466137], [-0.378243, 39.466115], [-0.3779, 39.466926], [-0.377833, 39.467086], [-0.377694, 39.467413], [-0.377666, 39.467481], [-0.377711, 39.467577], [-0.377765, 39.46765], [-0.377814, 39.467696], [-0.377883, 39.467726], [-0.377981, 39.467753], [-0.378067, 39.467783], [-0.378095, 39.467789], [-0.378155, 39.467803], [-0.378606, 39.467919], [-0.378733, 39.467955], [-0.378816, 39.467982], [-0.378876, 39.467999], [-0.379007, 39.468036], [-0.379061, 39.46805], [-0.37927, 39.468103], [-0.379393, 39.468133], [-0.379602, 39.468182], [-0.379771, 39.468206], [-0.379929, 39.468234], [-0.379999, 39.468247], [-0.380081, 39.468268], [-0.380103, 39.468274], [-0.380146, 39.468287], [-0.380179, 39.468298], [-0.380453, 39.468394], [-0.380563, 39.468433], [-0.380697, 39.468481], [-0.380765, 39.468507], [-0.380887, 39.468558], [-0.381083, 39.468642], [-0.381131, 39.468662], [-0.381179, 39.468685], [-0.381253, 39.468719], [-0.38147, 39.468829], [-0.382002, 39.469236], [-0.382633, 39.469727], [-0.382676, 39.469761], [-0.383378, 39.470317], [-0.383415, 39.470344], [-0.383482, 39.470368], [-0.383563, 39.470564], [-0.383583, 39.4706], [-0.383605, 39.47064], [-0.383924, 39.471568], [-0.383843, 39.47158], [-0.383211, 39.471669]]"
Falla Convento Jerusalén-Matemático Marzal,Falla Regne de Valencia-Duque de Calabria,2327.5,"[[-0.379878, 39.466528], [-0.379727, 39.466493], [-0.379529, 39.46644], [-0.379601, 39.466284], [-0.379837, 39.465756], [-0.380066, 39.465223], [-0.380112, 39.465115], [-0.380163, 39.465001], [-0.380296, 39.464723], [-0.380354, 39.464583], [-0.380379, 39.464525], [-0.380408, 39.464477], [-0.380439, 39.464456], [-0.380494, 39.464431], [-0.380532, 39.46442], [-0.380573, 39.464421], [-0.380612, 39.464441], [-0.380648, 39.464476], [-0.380685, 39.464504], [-0.380815, 39.46467], [-0.380851, 39.464705], [-0.380889, 39.464738], [-0.380942, 39.464829], [-0.381061, 39.465], [-0.381348, 39.465405], [-0.381372, 39.465437], [-0.381449, 39.465544], [-0.381571, 39.465726], [-0.381598, 39.465761], [-0.381645, 39.465828], [-0.381725, 39.465947], [-0.381762, 39.466], [-0.38177, 39.466011], [-0.382263, 39.466713], [-0.382383, 39.466896], [-0.382396, 39.466916], [-0.382533, 39.467125], [-0.382564, 39.467172], [-0.382716, 39.466994], [-0.382784, 39.466917], [-0.382692, 39.46679], [-0.382669, 39.466759], [-0.382349, 39.466305], [-0.382017, 39.465863], [-0.382001, 39.465842], [-0.381973, 39.465797], [-0.381903, 39.465701], [-0.381714, 39.465441], [-0.381656, 39.465355], [-0.381605, 39.465281], [-0.381555, 39.465208], [-0.381466, 39.465081], [-0.381416, 39.465018], [-0.381354, 39.464949], [-0.381301, 39.464896], [-0.381159, 39.464788], [-0.381105, 39.464738], [-0.381037, 39.464659], [-0.380421, 39.463811], [-0.380378, 39.463753], [-0.380327, 39.463696], [-0.380134, 39.463527], [-0.380013, 39.463446], [-0.379893, 39.463385], [-0.379659, 39.46329], [-0.379174, 39.463185], [-0.378836, 39.463129], [-0.378563, 39.463092], [-0.378278, 39.463067], [-0.378203, 39.463065], [-0.378121, 39.46307], [-0.378086, 39.463078], [-0.377962, 39.463109], [-0.377776, 39.463196], [-0.376622, 39.463675], [-0.376336, 39.463788], [-0.376209, 39.463835], [-0.376057, 39.46389], [-0.375539, 39.464112], [-0.375291, 39.46422], [-0.374585, 39.464504], [-0.374492, 39.464536], [-0.37396, 39.464717], [-0.37393, 39.464729], [-0.373895, 39.464742], [-0.373684, 39.464814], [-0.373622, 39.464835], [-0.373519, 39.464855], [-0.373445, 39.464861], [-0.373365, 39.464856], [-0.373271, 39.464836], [-0.373098, 39.4648], [-0.371783, 39.464509], [-0.371321, 39.46441], [-0.369892, 39.464101], [-0.369857, 39.464093], [-0.369796, 39.46408], [-0.369211, 39.463954], [-0.368455, 39.463793], [-0.368285, 39.463754], [-0.3672, 39.463516], [-0.367196, 39.463537], [-0.367178, 39.463577], [-0.367161, 39.463603], [-0.367145, 39.463617], [-0.367119, 39.46363], [-0.367101, 39.463638], [-0.367064, 39.463655], [-0.367007, 39.463677], [-0.366965, 39.463682], [-0.366953, 39.46368]]"
Falla Convento Jerusalén-Matemático Marzal,Falla Exposición-Misser Mascó,3977.5,"[[-0.379878, 39.466528], [-0.379727, 39.466493], [-0.379529, 39.46644], [-0.379601, 39.466284], [-0.379837, 39.465756], [-0.380066, 39.465223], [-0.380112, 39.465115], [-0.380163, 39.465001], [-0.380296, 39.464723], [-0.380354, 39.464583], [-0.380379, 39.464525], [-0.380408, 39.464477], [-0.380439, 39.464456], [-0.380494, 39.464431], [-0.380532, 39.46442], [-0.380573, 39.464421], [-0.380612, 39.464441], [-0.380648, 39.464476], [-0.380685, 39.464504], [-0.380815, 39.46467], [-0.380851, 39.464705], [-0.380889, 39.464738], [-0.380942, 39.464829], [-0.381061, 39.465], [-0.381348, 39.465405], [-0.381372, 39.465437], [-0.381449, 39.465544], [-0.381571, 39.465726], [-0.381598, 39.465761], [-0.381645, 39.465828], [-0.381725, 39.465947], [-0.381762, 39.466], [-0.38177, 39.466011], [-0.382263, 39.466713], [-0.382383, 39.466896], [-0.382396, 39.466916], [-0.382533, 39.467125], [-0.382564, 39.467172], [-0.382716, 39.466994], [-0.382784, 39.466917], [-0.382692, 39.46679], [-0.382669, 39.466759], [-0.382349, 39.466305], [-0.382017, 39.465863], [-0.382001, 39.465842], [-0.381973, 39.465797], [-0.381903, 39.465701], [-0.381714, 39.465441], [-0.381656, 39.465355], [-0.381605, 39.465281], [-0.381555, 39.465208], [-0.381466, 39.465081], [-0.381416, 39.465018], [-0.381354, 39.464949], [-0.381301, 39.464896], [-0.381159, 39.464788], [-0.381105, 39.464738], [-0.381037, 39.464659], [-0.380421, 39.463811], [-0.380378, 39.463753], [-0.380327, 39.463696], [-0.380134, 39.463527], [-0.380013, 39.463446], [-0.379893, 39.463385], [-0.379659, 39.46329], [-0.379174, 39.463185], [-0.378836, 39.463129], [-0.378563, 39.463092], [-0.378278, 39.463067], [-0.378203, 39.463065], [-0.378121, 39.46307], [-0.378086, 39.463078], [-0.377962, 39.463109], [-0.377776, 39.463196], [-0.376622, 39.463675], [-0.376336, 39.463788], [-0.376209, 39.463835], [-0.376057, 39.46389], [-0.375539, 39.464112], [-0.375291, 39.46422], [-0.374585, 39.464504], [-0.374492, 39.464536], [-0.37396, 39.464717], [-0.37393, 39.464729], [-0.373895, 39.464742], [-0.373684, 39.464814], [-0.373622, 39.464835], [-0.373291, 39.464962], [-0.373214, 39.464997], [-0.373139, 39.465028], [-0.373108, 39.465041], [-0.373016, 39.465078], [-0.372935, 39.465111], [-0.372897, 39.465127], [-0.372358, 39.465348], [-0.372215, 39.465407], [-0.372062, 39.465469], [-0.371907, 39.465532], [-0.371763, 39.465592], [-0.37138, 39.46575], [-0.371231, 39.465812], [-0.371048, 39.465885], [-0.370897, 39.465946], [-0.370764, 39.466001], [-0.370328, 39.466182], [-0.370189, 39.46624], [-0.37003, 39.466304], [-0.36992, 39.46635], [-0.369763, 39.466417], [-0.369309, 39.466609], [-0.369174, 39.466665], [-0.369016, 39.466732], [-0.368892, 39.466785], [-0.368856, 39.4668], [-0.36874, 39.466849], [-0.368207, 39.467074], [-0.36809, 39.467123], [-0.367923, 39.467194], [-0.367778, 39.467259], [-0.367632, 39.467322], [-0.367078, 39.467558], [-0.366933, 39.46762], [-0.366775, 39.467685], [-0.366639, 39.467744], [-0.366505, 39.467802], [-0.366011, 39.468016], [-0.365893, 39.468082], [-0.365412, 39.468286], [-0.365274, 39.468343], [-0.364521, 39.468662], [-0.364417, 39.468696], [-0.364325, 39.468712], [-0.364256, 39.468723], [-0.36416, 39.468563], [-0.363849, 39.46805], [-0.363672, 39.468048], [-0.363617, 39.468068], [-0.363595, 39.468077], [-0.363533, 39.468132], [-0.363863, 39.468658], [-0.363873, 39.468674], [-0.363929, 39.468753], [-0.364086, 39.468941], [-0.364236, 39.469169], [-0.364717, 39.469902], [-0.36475, 39.469952], [-0.364826, 39.470091], [-0.364923, 39.470244], [-0.364949, 39.470281], [-0.365058, 39.470432], [-0.365155, 39.470604], [-0.365166, 39.470633], [-0.365167, 39.470656], [-0.365158, 39.470679], [-0.365127, 39.470713], [-0.365082, 39.470736], [-0.363567, 39.47142], [-0.363412, 39.47149], [-0.36337, 39.471509], [-0.363194, 39.471586], [-0.363095, 39.471664], [-0.362849, 39.471784], [-0.362796, 39.471806], [-0.362726, 39.471829], [-0.362676, 39.471836], [-0.362625, 39.471844], [-0.362496, 39.471903], [-0.362264, 39.472013], [-0.361684, 39.472288], [-0.360529, 39.472852], [-0.360421, 39.4729], [-0.360293, 39.472956], [-0.360232, 39.472986], [-0.360181, 39.473017], [-0.360145, 39.473047], [-0.360054, 39.473143], [-0.360029, 39.473178], [-0.360003, 39.473219], [-0.359998, 39.473226], [-0.359863, 39.473533], [-0.35977, 39.473755], [-0.359562, 39.474189], [-0.359502, 39.474302], [-0.359462, 39.474353], [-0.359424, 39.474394], [-0.359412, 39.474444], [-0.359425, 39.474484], [-0.35945, 39.474509], [-0.359482, 39.474538], [-0.359504, 39.474558], [-0.359562, 39.474584], [-0.359583, 39.474592], [-0.359622, 39.474607], [-0.35999, 39.474711], [-0.360071, 39.474735], [-0.360861, 39.474964], [-0.360965, 39.474993], [-0.361095, 39.47503], [-0.361127, 39.47504], [-0.36188, 39.475256]]"
